acronym_,expansion,id,text
SADC,Southern African Development Community,959,"2 A. Action taken by Member States France France's aid to the SADC has, for several years, taken the form of the secondment of experts."
SADC,Southern African Development Community,960,"(b) Report of the Secretary-General on technical cooperation among developing countries (A/48/491); (c) Report of the Secretary-General on the cooperation between the United Nations and the SADC (A/48/495 and Add.1); (d) Letter dated 22 October 1993 from the Permanent Representative of Colombia to the United Nations addressed to the Secretary-General, transmitting the report of the Eighth Meeting of the Intergovernmental Follow-up and Coordination Committee of the Group of 77 on Economic Cooperation among Developing Countries (A/C.2/48/5)."
EC-ESA,Executive Committee on Economic and Social Affairs,961,The Under-Secretary-General also serves as Chairman of the EC-ESA.
EC-ESA,Executive Committee on Economic and Social Affairs,962,"information services to facilitate both research and dissemination of documents; (b) participation of Member States, non-governmental organizations, civil society and other actors in the intergovernmental processes serviced by the Department; (c) the central policy and coordination role of the Department in the economic and social activities of the United Nations system, in particular through the EC-ESA; and (d) the Under-Secretary-General in discharging his functions as Programme Manager."
EC-ESA,Executive Committee on Economic and Social Affairs,963,"7A.15 The Division will provide substantive secretariat support to the newly created EC-ESA, the central objective of which is to achieve coherence and complementarity within the United Nations system, in particular with respect to normative and policy-oriented work in the area of development."
EC-ESA,Executive Committee on Economic and Social Affairs,964,"ort to the Economic and Social Council, including through the preparation of reports and identification of themes, in particular in relation to its high-level, coordination and operational activities, and to the Council's subsidiary bodies; to the General Assembly, especially its Second Committee; and to the Administrative Committee on Coordination and other inter-agency bodies, in particular the EC-ESA."
EC-ESA,Executive Committee on Economic and Social Affairs,965,"The participation of UNCTAD and UNEP, along with the new Department of Economic and Social Affairs, in the EC-ESA, is now making it possible for the Organization to address in a coherent way two key dimensions of development: the environmental and the trade/investment/technology nexus."
EC-ESA,Executive Committee on Economic and Social Affairs,966,"ensure, in this context, that the economic and social roots of conflict are taken into account in the work of the Organization in the field of peace and security; that, in addressing complex emergencies, the conditions that permit the resumption of economic and social development are given special attention and are actively promoted; and that the analytical work of the Organization, guided by the EC-ESA, and its development operations, under the aegis of the Executive Committee of the United Nations Development Group, are mutually supporting and lead to enhancing the overall impact of the Organization on development."
EC-ESA,Executive Committee of Economic and Social Affairs,967,"The EC-ESA has established a cluster on advancement of women to enhance coordination and coherence, which is led by the Division for the Advancement of Women."
EC-ESA,Executive Committee of Economic and Social Affairs,968,"OIOS notes, however, that the Committee for Programme and Coordination had specifically recommended the establishment of a working group to consider the roles and functions of CEB, UNDG and the EC-ESA."
EC-ESA,Executive Committee of Economic and Social Affairs,969,"All five regional commissions have developed priority programme activities in sustainable development and work in collaboration with funds, programmes and other relevant organizations of the United Nations through the EC-ESA."
EC-ESA,Executive Committee of Economic and Social Affairs,970,"For the biennium 2008-2009, the subprogramme objective aims to improve the sustainable management and use of natural resources in the region, with particular emphasis on water, energy, environmental protection and the production sectors through the coordination of the EC-ESA pursuant to the 2005 World Summit Outcome."
EC-ESA,Executive Committee of Economic and Social Affairs,971,"OIOS notes that three recommendations are still in progress and encourages the following actions to be taken in order to address the recommendations made by the Committee for Programme and Coordination: (a) the Secretary-General should establish a working group to review the respective roles, responsibilities and contributions of CEB, UNDG and the EC-ESA in order to enhance their coordination and collaboration in regard to common policy issues of relevance to the eradication of poverty and hunger; (b) UNDG should work in consultation with UNDP and CEB to introduce a structured and strategic approach to system-wide knowledge management networks; and (c) CEB should encourage and coordinate efforts b"
EC-ESA,Executive Committee of Economic and Social Affairs,972,"Those events included: the Inter-Agency Network on Women and Gender Equality/Organization for Economic Cooperation and Development-Development Assistance Committee meeting on aid modalities on the promotion of gender equality (Nairobi, 30-31 January 2006); the EC-ESA Review of programmes and priorities (New York, 16 February 2006); the fifth annual meeting of the Inter-Agency Network on Women and Gender Equality (New York, 22-24 February 2006); the fiftieth session of the Convention on the Status of Women (New York, 27 February-10 March 2006) and the High-level Round Table on International Migration (New York,"
EC-ESA,Executive Committee of the Economic and Social Affairs,973,"In respect of system-wide efforts to bring about greater coordination and synergy and to produce joint outputs, mention can be made of the International Trade Cluster (led by UNCTAD) of the EC-ESA (ECESA)."
PPP,power,974,"We take a special interest in the review of justice systems, since they are one of the factors which give rise to impunity when, instead of functioning independently, they act in connivance with political PPP and limit themselves to validating the latter's decisions."
PPP,power,975,"The capacity for unity, justice, love, compassion, mercy, honesty and trustworthiness - virtues which are all potentially latent in us - must grow under the wise and PPPful direction of the divine educator until we become social beings with a spiritually developed nature that will guide us to the fulfilment of our destiny and that of the world."
PPP,power,976,"Baha'i International Community The Baha'i faith and human rights The Baha'i International Community wishes to stress that the main purpose, the fundamental objective of enacting PPPful laws and establishing lofty principles and major institutions covering all aspects of civilization is human happiness, which consists in drawing near to the threshold of almighty God and ensuring peace and well-being for every member of the human race; and that the supreme instruments for achieving these two objectives are the excellent qualities with which humankind is endowed."
PPP,power,977,"ights without a trial held before a pre-existing court, in accordance with laws enacted prior to the commission of the offence, the existence of an international treaty which envisages some crime of this type is not in itself sufficient to confer on the court automatic jurisdiction to try and punish the crime, especially if such an instrument recognizes that the national courts of States have the PPP and the obligation to suppress such offences."
PPP,power,978,Australia agrees with the view of the Working Group expressed in paragraph 514 that the PPP of complaint should extend to any State party which has accepted the jurisdiction of a court with respect to the offence in question.
PPP,power,979,"Impunity thereby becomes a ""law"" which exempts a given group of people (usually close to those in PPP) from any control over their actions, while the vast majority faces a ""selective"" justice system that places a disproportionate burden on the most vulnerable sectors."
PPP,purchasing power parities,980,The representative of the CIS Statistical Committee explained the project of his organization approved by the Council of the Heads of Statistical Offices of the CIS to organize regular comparisons of the PPP and the GDP within this group of countries (Working paper No.
PPP,purchasing power parities,981,The concept of PPP had not yet been adequately developed to serve for international income comparison.
PPP,purchasing power parities,982,The post is responsible for the maintenance of a comprehensive database containing specification and price data on durable goods and construction costs for 75 countries and for the preparation of related PPP.
PPP,purchasing power parities,983,"The Consultation recommended the following for inclusion in the Conference's programme of work: 3.9 Price statistics, including PPP European Comparison Programme (CES Priority A) Activities of ECE: b) European Comparison Programme: Participation in the implementation of the European Comparison Programme (ECP) of real values and PPP in cooperation with the Austrian Central Statistical Office (ACSO), the World Bank, EUROSTAT and OECD."
PPP,purchasing power parities,984,Presented by USDA (38) The use of PPP.
PPP,purchasing power parity,985,"Reaffirming that the capacity to pay should remain at the core of the scale methodology, he expressed disappointment that, according to the Committee's report, certain Member States supported the concept of PPP, which had not even been accepted by the International Monetary Fund."
PPP,purchasing power parity,986,The concept of PPP was equally inappropriate for use in the United Nations context because of its serious deficiencies in terms of methodology and data.
PPP,purchasing power parity,987,"Per capita GDP is used as the measure of income, adjusted for PPP differences among countries."
PPP,purchasing power parity,988,His delegation saw no merit in applying the concept of PPP.
PPP,purchasing power parity,989,a/ Poverty line used here based on an annual income per capita of $370 in 1985 PPP dollars.
PPP,purchasing power parity,990,"Moreover, while the concept of PPP was theoretically justified, it should be noted that those organizations which used it did so for analytical purposes only."
ACP,"African, Caribbean and Pacific",991,"In addition, close contact will be maintained with interregional and regional commodity producer organizations, as well as with non-governmental commodity bodies, in particular industry associations and other intergovernmental bodies, notably the Common Fund for Commodities, OECD, the Commission of the European Communities, and the secretariats of the ACP countries, the Latin American Economic System and OAU."
ACP,"African, Caribbean and Pacific",992,"Following these exchanges, I have issued an invitation on the Government's behalf to the Joint Assembly of the ACP Group of States party to the Lomé Convention and the European Community to send a visiting mission to Papua New Guinea, including the North Solomons Province, to assess the situation and to recommend how it might assist in rehabilitation."
ACP,"African, Caribbean and Pacific",993,"In addition, I am pleased to announce the recent receipt of a letter welcoming the initiative from the European Co-President of the Joint Assembly of the ACP Group of States and the European Community."
ACP,"African, Caribbean and Pacific",994,"Furthermore, in order to exploit fully the new provisions under the Lomé IV Convention to assist countries of the ACP Group in their fight against drugs, a general assessment is being undertaken to identify their concrete needs."
ACP,"African, Caribbean and Pacific",995,"His election brings us particular pleasure because of the many important interests which Guyana shares with Papua New Guinea and the increasingly strong relations which have been developing between our two countries, mainly through cooperation in the context of multilateral organizations such as the Commonwealth, the ACP group of Governments parties to the Lomé Convention, and the United Nations itself."
ACP,"African, Caribbean and Pacific",996,"It believes it is essential that the basic achievements of cooperation between the European Community and the ACP countries, should be maintained, especially with regard to trade."
ACP,"African, Caribbean and Pacific Group of States",997,"In this context, they note that under the terms of articles 157 and 164 of the Fourth Lomé Convention, it is possible to include in regional cooperation projects a neighbouring country not a member of the ACP."
ACP,"African, Caribbean and Pacific Group of States",998,"Following these exchanges, I have issued an invitation on the Government's behalf to the Joint Assembly of the ACP party to the Lomé Convention and the European Community to send a visiting mission to Papua New Guinea, including the North Solomons Province, to assess the situation and to recommend how it might assist in rehabilitation."
ACP,"African, Caribbean and Pacific Group of States",999,"In addition, I am pleased to announce the recent receipt of a letter welcoming the initiative from the European Co-President of the Joint Assembly of the ACP and the European Community."
ACP,"African, Caribbean and Pacific Group of States",1000,"In accordance with the request from the Security Council, the text of the statement was transmitted to the following intergovernmental organizations that have received a standing invitation to participate in the sessions and the work of the General Assembly as observers: ACP, African Development Bank, Agency for Cultural and Technical Cooperation, Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean, Asian-African Legal Consultative Committee, Caribbean Community, Commonwealth Secretariat, Council of Europe, European Economic Community, International Committee of the Red Cross, International Or"
ACP,"African, Caribbean and Pacific Group of States",1001,FOR PARTICIPATION IN THE DELIBERATIONS OF THE COUNCIL ON QUESTIONS WITHIN THE SCOPE OF THEIR ACTIVITIES Participation on a continuing basis Organizations accorded permanent observer status by the General Assembly ACP (General Assembly resolution 36/4) African Development Bank (General Assembly resolution 42/10) Agency for Cultural and Technical Cooperation (General Assembly resolution 33/18) Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean (General Assembly resolution 43/6) Caribbean Community (General Assembly resolution 46/8) Comm
ACP,"African, Caribbean and Pacific Group of States",1002,"The following intergovernmental organizations were represented: ACP, Agency for Cultural and Technical Cooperation, Arab Maghreb Union, European Economic Community, International Organization for Migration, International Textiles and Clothing Bureau, League of Arab States, Organization of African Unity and Organization of the Islamic Conference."
concd,concentration of the respective pollutant,1003,"c = ce - cd x (1 - (1/D)) ce = concd measured in the diluted exhaust gas, ppm cd = concd measured in the dilution air, ppm D = dilution factor The dilution factor shall be calculated as follows: (a) for diesel and LPG fueled gas engines (b) for NG fueled gas engines D = cCO2 = concentration of CO2 in the diluted exhaust gas, per cent vol Concentrations meas"
concd,concentration of the respective pollutant,1004,"c = ce - cd x (1 - (1/D)) ce = concd measured in the diluted exhaust gas, ppm cd = concd measured in the dilution air, ppm D = dilution factor The dilution factor shall be calculated as follows: (a) for diesel and LPG fueled gas engines (b) for NG fueled gas engines D = cCO2 = concentration of CO2 in the diluted exhaust gas, per cent vol Concentrations measured on dry basis shall be converted to a wet basis in accordance with paragraph 5.2."
concd,concentration of the respective pollutant measured in the dilution air,1005,"c = ce - cd x (1 - (1/D)) ce = concentration of the respective pollutant measured in the diluted exhaust gas, ppm cd = concd, ppm D = dilution factor The dilution factor shall be calculated as follows: (a) for diesel and LPG fueled gas engines (b) for NG fueled gas engines D = cCO2 = concentration of CO2 in the diluted exhaust gas, per cent vol Concentrations measured on dry basis shall be converted to a wet basis in accordance with paragraph 5.2."
PRC,People's Republic of China,1006,"In the General Assembly, some States advocated the admission of the PRC as a new Member, while the latter country and its supporters insisted that the question to be settled was that of the representation of China."
PRC,People's Republic of China,1007,"es advocated the admission of the PRC as a new Member, while the latter country and its supporters insisted that the question to be settled was that of the representation of China."
PRC,People's Republic of China,1008,"For example, both the Republic of China in Taiwan and the PRC are members of the Asian Development Bank and the Asia-Pacific Economic Cooperation Council (APEC), and both have observer status with the General Agreement on Tariffs and Trade (GATT), to which they are negotiating accession."
PRC,People's Republic of China,1009,"In October 1971, at its twenty-sixth session, the United Nations General Assembly adopted resolution 2758 (XXVI), in which it decided that China's seat at the United Nations would be taken by the PRC."
PRC,People's Republic of China,1010,"Despite the decision, the Republic of China in Taiwan continued to exist as an independent political entity and was not annexed by the PRC."
PRC,People's Republic of China,1011,"on, the United Nations General Assembly adopted resolution 2758 (XXVI), in which it decided that China's seat at the United Nations would be taken by the PRC."
PRC,People's Republic of China,1012,"Moreover, this would happen shortly after the nuclear non-proliferation regime was strengthened through the accession to the Treaty by France, the PRC and the Republic of South Africa."
PRC,People's Republic of China,1013,"From 1980 to the end of 1992, a total of 14,723 Lao refugees and asylum-seekers repatriated to the Lao People's Democratic Republic under UNHCR auspices, mainly from Thailand and the PRC."
PRC,programme review committee,1014,"For that purpose, the above-mentioned workshop held at the ILO International Training Centre at Turin in February 1997 suggested that a United Nations system country PRC be established in each programme country."
PRC,programme review committee,1015,"ved earlier and more closely in the programme design process, with one delegation asking that field offices of bilateral and multilateral development assistance agencies be involved in the programme review and strategy development (PRSD) exercises and another saying that members should be involved in programme formulation after the PRSD and before the programme was presented to the internal UNFPA PRC."
PRC,programme review committee,1016,"In many countries, substantive accountability has been lacking and prevailing mechanisms to ensure substantive accountability, such as tripartite reviews and PRCs, are seen as primarily concerned with administrative and managerial issues and provisions of inputs."
PRC,programme review committee,1017,"The ONUB PRC allocates quick-impact projects by region by prioritizing needs according to such factors as weaknesses in infrastructure, schools, orphanages, or water wells."
PRC,programme review committee,1018,"She pointed out that many of the questions being asked, or areas where delegations felt that not enough detail was being provided, had, in fact, been covered in the longer country programme documents that had been prepared for the Fund's internal PRC."
HS,Harmonized System,1019,"Amendments made to the product coverage: The following products have been added to the product coverage: - solid or cushion tyres (ex 40.12) - certain rucksacs with a capacity of 50 litres or more (ex 42.02) - certain textile articles made directly of textile yarn, twine, cordage, rope or cables (ex 42.02) - fabrics specified in Note 9 to Section XI of the HS (54.07.30) - babies' napkins made of cotton (ex 62.09)."
HS,Harmonized System,1020,"13/ Other conventions not yet in force include the 1989 Salvage Convention, the HS of Survey and Certification (through 1988 Protocols amending SOLAS and Load Line Conventions), and 1992 Protocols amending the regime for civil liability and compensation for oil damage."
HS,Harmonized System,1021,To urge all Parties to insert further subdivisions to the recommended HS subheadings so that imports and exports of each of the substances listed in the annexes of the Protocol as well as each of the mixtures containing these substances can be accurately monitored in order to facilitate reporting of data under Article 7 of the Protocol; Decision IV/10.
HS,Harmonized System,1022,"To adopt the conclusions of the note regarding the HS customs code numbers for the products listed in Annex D of the amended Montreal Protocol, as contained in document UNEP/OzL.Pro.4/3; 1."
HS,Harmonized System,1023,"le 5 Parties for controlled substances during the grace and phase-out periods (UNEP/OzL.Pro/ExCom/8/25 and Add.1), the revised budget for 1992 and 1993, the proposed initial budget for 1994 (UNEP/OzL.Pro.4/7), financial reports on the Trust Fund for the Montreal Protocol and on the Interim Secretariat for the Vienna Convention and its Montreal Protocol (UNEP/OzL.Pro.4/9), and a note regarding the HS customs code numbers for the products listed in Annex D of the amended Montreal Protocol (UNEP/OzL.Pro.4/3 and Corr.1)."
HS,Harmonized System,1024,"However, in view of the difficulties that had been raised, the Committee supported the proposal from the Preparatory Meeting that Parties should insert further subdivisions to the recommended HS subheadings."
HS,Head of State,1025,"On 23 September 1993, President de Klerk, accompanied by Foreign Minister Botha, visited the United Nations in New York, the first visit ever made by a South African HS."
HS,Head of State,1026,"97 of 1992 aimed at combating terrorism; on the large-scale arrests that were recently carried out in Egypt; on the recognized competence of the HS to refer cases to a military court; on the competence of military courts to try civilians charged with a breach of State security; on administrative detention and, in general, on the difference between the Revolutionary Court, the military court, the court of morals and the Higher State Security Court."
HS,Head of State,1027,"CAMBODIA [25 June 1993] The Permanent Mission of the Supreme National Council of Cambodia to the United Nations presents its compliments to the United Nations Secretariat and, with reference to General Assembly resolution 47/62, has the honour to inform it, as instructed by His Royal Highness Samdech Preah Norodom Sihanouk, HS and President of the Supreme National Council, that Cambodia is favourable to a review of the membership of the Security Council and supports the candidacy of India in any future change."
HS,Head of State,1028,"At the forty-sixth session of the General Assembly, held in 1991, the HS of Liechtenstein, His Serene Highness Prince Hans-Adam II of Liechtenstein, addressed the Assembly during the general debate."
HS,Head of State,1029,Measures to dismiss judges were taken by a disciplinary body presided over by the HS.
HS,Head of State,1030,"During this putsch, the HS was assassinated, as were the President and Vice-President of the National Assembly."
HS,Host State,1031,"Therefore, establishing unified multilateral rules on the matter of jurisdictional immunity of foreign armed forces from civil proceedings in the HS, to which the present draft articles might eventually contribute, can easily affect the said bilateral delicate balance of interests of the Sending State and the HS, and thus bring about a situation in which the treatment of the armed forces in the HS as a whole does not suit the existing nature of the bilateral relationship between the two States."
HS,Host State,1032,"Among matters which might be subject to such International Agreements, the issue of jurisdictional immunity, for example, has various aspects such as the aspect of immunity of members of armed forces, the aspect of their immunity from criminal jurisdiction of the HS, as well as the aspect of the jurisdictional immunity of the Sending State itself; and these aspects are usually closely interrelated and form an integral structure of the above-mentioned delicate balance of interests."
HS,Host State,1033,"Therefore, establishing unified multilateral rules on the matter of jurisdictional immunity of foreign armed forces from civil proceedings in the HS, to which the"
HS,Host State,1034,"ablishing unified multilateral rules on the matter of jurisdictional immunity of foreign armed forces from civil proceedings in the HS, to which the present draft articles might eventually contribute, can easily affect the said bilateral delicate balance of interests of the Sending State and the HS, and thus bring about a situation in which the treatment of the armed forces in the HS as a whole does not suit the existing nature of the bilateral relationship between the two States."
HS,Host State,1035,"nal jurisdiction of the HS, as well as the aspect of the jurisdictional immunity of the Sending State itself; and these aspects are usually closely interrelated and form an integral structure of the above-mentioned delicate balance of interests."
HS,Host State,1036,"The treatment of armed forces of a State stationed in another State (1) In case armed forces of a State (hereinafter referred to as ""the Sending State"") are stationed in another State (hereinafter referred to as ""the Sending State"") are stationed in another State (hereinafter referred to as ""the HS""), such matters as the status of the armed forces of the Sending State and their privileges and immunities in the HS are usually stipulated in an International Agreement between both States."
HS,Host State,1037,"forces of a State stationed in another State (1) In case armed forces of a State (hereinafter referred to as ""the Sending State"") are stationed in another State (hereinafter referred to as ""the Sending State"") are stationed in another State (hereinafter referred to as ""the HS""), such matters as the status of the armed forces of the Sending State and their privileges and immunities in the HS are usually stipulated in an International Agreement between both States."
HS,Host State,1038,"(2) From a more practical point of view, it is to be pointed out that, since the hosting of foreign armed forces is often a highly controversial matter for the HS, there may arise random"
HS,Host State,1039,"(2) From a more practical point of view, it is to be pointed out that, since the hosting of foreign armed forces is often a highly controversial matter for the HS, there may arise random proceedings against foreign armed forces in the HS, in case the scope the principle of"
CP,entire commitment period,1040,"clusion in its accounting for the first commitment period, together with information on how its national system under Article 5, paragraph 1, will identify land areas associated with the activities, in accordance with decision -/CMP.1 (Land use, land-use change and forestry) Identification of whether, for each activity under Article 3, paragraphs 3 and 4, it intends to account annually or for the CP A description of its national system in accordance with Article 5, paragraph 1, reported in accordance with the guidelines for the preparation of the information required under Article 7 of the Kyoto Protocol A description of its national registry, reported in accordance with the guidelines for the preparation of the information required under Article 7 of the Kyoto Protoc"
CP,entire commitment period,1041,"Each Party shall elect for each activity, prior to the start of the commitment period, to issue such RMUs annually or for the CP."
CP,entire commitment period,1042,"vals of greenhouse gases pursuant to decision -/CMP.1 (Land use, land-use change and forestry); For those activities for which the Party has elected to account annually, the net anthropogenic emissions and removals of greenhouse gases pursuant to decision -/CMP.1 (Land use, land-use change and forestry) for the calendar year; For those activities for which the Party has elected to account for the CP, the net anthropogenic emissions and removals of greenhouse gases pursuant to decision -/CMP.1 (Land use, land-use change and forestry) for the calendar year; Any adjustments under Article 5, paragraph 2, recorded as the difference in carbon dioxide equivalent terms between the adjusted estimate and the estimate reported under Article 7; The total net anthropogenic emissio"
CP,entire commitment period,1043,"lusion in its accounting for the first commitment period, together with information on how its national system under Article 5, paragraph 1, will identify land areas associated with the activities, in accordance with decision -/CMP.1 (Land use, land-use change and forestry); Identification of whether, for each activity under Article 3, paragraphs 3 and 4, it intends to account annually or for the CP; A description of its national system in accordance with Article 5, paragraph 1, reported in accordance with the guidelines for the preparation of the information required under Article 7 of the Kyoto Protocol; A description of its national registry, reported in accordance with the guidelines for the preparation of the information required under Article 7 of the Kyoto Prot"
CP,entire commitment period,1044,"movals of greenhouse gases pursuant to decision -/CMP.1 (Land use, land-use change and forestry) For those activities for which the Party has elected to account annually, the net anthropogenic emissions and removals of greenhouse gases pursuant to decision -/CMP.1 (Land use, land-use change and forestry) for the calendar year For those activities for which the Party has elected to account for the CP, the net anthropogenic emissions and removals of greenhouse gases pursuant to decision -/CMP.1 (Land use, land-use change and forestry) for the calendar year Any adjustments under Article 5, paragraph 2, recorded as the difference in carbon dioxide equivalent terms between the adjusted estimate and the estimate reported under Article 7 The total net anthropogenic emissions"
CP,e Crown Princ,1045,"In February 1993, the headquarters building was formally inaugurated in the presence of the Secretary-General, the Director-General of UNESCO, thCPe of Japan, members of the UNU Council and other scholars, diplomats and distinguished guests from Japan and abroad."
CP,e Crown Princ,1046,"session - 5 October l993 General Assembly - Forty-eighth session 17th Tuesday, 5 October 1993 at 3 p.m. NEW YORK President: Mr. INSANALLY (Guyana) The meeting was called to order at 3.20 p.m. AGENDA ITEM 9 (continued) GENERAL DEBATE ADDRESS BY HIS ROYAL HIGHNESS PRINCE EL-HASSAN BIN TALAL, CROWN PRINCE OF THE HASHEMITE KINGDOM OF JORDAN The PRESIDENT: The Assembly will first hear a statement by thCPe of the Hashemite Kingdom of Jordan."
CP,e Crown Princ,1047,"The PRESIDENT: I have pleasure in welcoming thCPe of Jordan, His Royal Highness Prince El-Hassan Bin Talal, and inviting him to address the General Assembly."
CP,e Crown Princ,1048,"Activities undertaken to promote the Conference by Jimmy Carter, Elena Bonner, Wole Soyinka, Corazon Aquino, Simone Veil, Nelson Mandela, Rigoberta Menchú Tum and thCPe of Jordan included holding press conferences, recording public service television announcements or giving television, radio and press interviews."
CP,e Crown Princ,1049,"The PRESIDENT: On behalf of the General Assembly, I wish to thank thCPe of the Hashemite Kingdom of Jordan for the statement he has just made."
CP,e Crown Princ,1050,"The February session coincided with the opening of the new headquarters building of UNU, generously donated by the people and Government of Japan, in the presence of the SecretaryGeneral of the United Nations and the Director-General of the United Nations Educational, Scientific and Cultural Organization (UNESCO), thCPe of Japan and other dignitaries."
CP,e Crown Princ,1051,"RAL DEBATE ADDRESS BY HIS ROYAL HIGHNESS PRINCE EL-HASSAN BIN TALAL, CROWN PRINCE OF THE HASHEMITE KINGDOM OF JORDAN The PRESIDENT: The Assembly will first hear a statement by thCPe of the Hashemite Kingdom of Jordan."
CP,Crown Prince,1052,"L DEBATE ADDRESS BY HIS ROYAL HIGHNESS PRINCE EL-HASSAN BIN TALAL, CROWN PRINCE OF THE HASHEMITE KINGDOM OF JORDAN The PRESIDENT: The Assembly will first hear a statement by the CP of the Hashemite Kingdom of Jordan."
CP,Crown Prince,1053,"p.m. NEW YORK President: Mr. INSANALLY (Guyana) The meeting was called to order at 3.20 p.m. AGENDA ITEM 9 (continued) GENERAL DEBATE ADDRESS BY HIS ROYAL HIGHNESS PRINCE EL-HASSAN BIN TALAL, CROWN PRINCE OF THE HASHEMITE KINGDOM OF JORDAN The PRESIDENT: The Assembly will first hear a statement by the CP of the Hashemite Kingdom of Jordan."
CP,Crown Prince,1054,"His Royal Highness Prince El-Hassan Bin Talal, CP of the Hashemite Kingdom of Jordan, was escorted to the rostrum."
CP,Crown Prince,1055,"Over the past two and a half weeks we have heard addresses from 28 Heads of State, 13 Prime Ministers, 2 CPs and 122 Foreign Ministers, among others."
CP,Crown Prince,1056,"The PRESIDENT: I have pleasure in welcoming the CP of Jordan, His Royal Highness Prince El-Hassan Bin Talal, and inviting him to address the General Assembly."
CP,Crown Prince,1057,"ssion - 5 October l993 General Assembly - Forty-eighth session 17th Tuesday, 5 October 1993 at 3 p.m. NEW YORK President: Mr. INSANALLY (Guyana) The meeting was called to order at 3.20 p.m. AGENDA ITEM 9 (continued) GENERAL DEBATE ADDRESS BY HIS ROYAL HIGHNESS PRINCE EL-HASSAN BIN TALAL, CROWN PRINCE OF THE HASHEMITE KINGDOM OF JORDAN The PRESIDENT: The Assembly will first hear a statement by the CP of the Hashemite Kingdom of Jordan."
CP,Crown Prince,1058,"The PRESIDENT: On behalf of the General Assembly, I wish to thank the CP of the Hashemite Kingdom of Jordan for the statement he has just made."
CP,Crown Prince,1059,"His Royal Highness Prince El-Hassan Bin Talal, CP of the Hashemite Kingdom of Jordan, was escorted from the rostrum."
DM,dynamic modelling,1060,"(a) Preparation of the Fifth Annual Synoptic Report (1996); (b) Comparison of monitoring/experimental sites and, in cooperation with other programmes, drawing-up of an outline for an optimalized joint network of ICP sites; a report to the Working Group on Effects in 1996; (c) Application of DM; a progress report to the Working Group in 1996; (d) Assessment of dose/response relationships for biological effects; a progress report to the Working Group in 1996; (e) Preparation of the revision of the Manual for Integrated Monitoring; a progress report to the Working Group in 1996; (f) Assessment of factors determining nitrogen saturation and leaching (1996); (g) Fourth meet"
DM,dynamic modelling,1061,"(a) Preparation of the Fourth Annual Synoptic Report (1995); (b) Evaluation of effects of selected deposition scenarios using site-specific DM (1995); (c) Third meeting of the Programme Task Force, Norway, 7-9 March 1995; (d) Workshop on DM, Helsinki (Finland), 3-7 April 1995."
DM,dynamic modelling,1062,tive report on forest condition in Europe (EB.AIR/WG.1/R.117 and Add.1); (ii) the report on acidification of surface waters in Europe: dose/response of aquatic fauna and long-term trends (EB.AIR/WG.1/R.118); (iii) the report on artificial neural networks: a novel computer modelling approach for predicting the effect of ozone on crops and non-wood plants (EB.AIR/WG.1/R.120); and (iv) the report on DM and assessment of ecosystems effects (EB.AIR/WG.1/R.121).
DM,dynamic modelling,1063,"The research involves the application of a DM approach which integrates the many and complex linkages among the environmental, socio-economic and technological components of Mediterranean landscapes, and hence provides a way of exploring and evaluating different policies and management alternatives in terms of scenario analysis as a training tool."
DM,dynamic modelling,1064,"The Bureau is of the opinion that the following activities should be continued with the same relative weight: (i) Effects-oriented activities, including effects monitoring; improvement of data on critical loads and dose-response relationships; DM; trend analysis."
DM,deutsche mark,1065,"The Commission had before it a recommendation from CCAQ for an increase in the education grant maxima in respect of expenditures incurred in seven specific currencies (DM, Spanish peseta, Swedish kroner, Swiss franc, Italian lira, pound sterling and United States dollar in the United States)."
DM,deutsche mark,1066,"In 1992, Germany provided bilateral assistance, including drought relief, to SADC and its member States in the amount of 560.1 million DM."
DM,deutsche mark,1067,The Agency should consider investing the equivalent of the forecasted amounts of headquarters disbursements of Austrian schillings and DM in deposits of those and other denominations in order to achieve higher interest.
DM,deutsche mark,1068,"In the majority of currencies (namely the Swiss franc, the DM, the Spanish peseta and the Italian lira), the majority of claims above the maximum admissible expenses were in the bracket up to 10 per cent above the current maximum."
DM,deutsche mark,1069,"The Commission decided to recommend to the General Assembly that: (a) In areas where education related expenses are incurred in Swiss francs, Italian lire, DM, Spanish pesetas, United States dollars (limited to expenses incurred in the United States), pounds sterling and Swedish kroner, the maximum grant and the ceiling for boarding costs should be set as shown below: Table 4 Maximum admissible level Maximum education grant Ceiling for boarding in local currency Spanish peseta (b) The current level for the maximum admissible expenses and c"
DM,deutsche mark,1070,Contributions received in Austrian schillings and DM are held in deposit for meeting Agency's known requirements of these currencies unless there are pre-existing obligations under the forward contracts.
IPF,indicative planning figure,1071,UNDP and the specialized agencies should accord the Non-Self-Governing Territories which have IPFs the same treatment from the United Nations development system as Member States and make every effort to ensure that they are visited periodically by United Nations development assistance missions.
IPF,indicative planning figure,1072,"UNDP, for instance, has been experiencing difficulties in meeting the originally established IPFs for the fifth programme cycle owing to a reduction in anticipated contributions and the strengthening of the dollar vis-à-vis the currencies of other donors."
IPF,indicative planning figure,1073,"Multilateral funds were channelled through the UNDP/IPF cost-sharing project, ""Support for the Eritrea Referendum""."
